trip_id,arrival_time,departure_time,stop_id,stop_sequence,drop_off_type,pickup_type
9310-0521,09:35:00,09:35:00,paris_nord,5,0,1
9310-0522,06:10:00,06:10:00,amsterdam_centraal,1,1,0
9310-0522,06:51:00,06:57:00,rotterdam_centraal,2,0,0
9310-0522,07:30:00,07:33:00,antwerpen_centraal,3,0,0
9310-0522,08:06:00,08:13:00,bruxelles_midi,4,0,0
9310-0522,09:35:00,09:35:00,paris_nord,5,0,1
9310-0523,06:10:00,06:10:00,amsterdam_centraal,1,1,0
9310-0523,06:51:00,06:57:00,rotterdam_centraal,2,0,0
9310-0523,07:30:00,07:33:00,antwerpen_centraal,3,0,0
9310-0523,08:06:00,08:13:00,bruxelles_midi,4,0,0
9310-0523,09:35:00,09:35:00,paris_nord,5,0,1
9310-0524,08:13:00,08:13:00,bruxelles_midi,1,1,0
9310-0524,09:35:00,09:35:00,paris_nord,2,0,1
9310-0525,08:13:00,08:13:00,bruxelles_midi,1,1,0
9310-0525,09:35:00,09:35:00,paris_nord,2,0,1
9310-0526,06:10:00,06:10:00,amsterdam_centraal,1,1,0
9310-0526,06:51:00,06:57:00,rotterdam_centraal,2,0,0
9310-0526,07:30:00,07:33:00,antwerpen_centraal,3,0,0
9310-0526,08:06:00,08:13:00,bruxelles_midi,4,0,0
9310-0526,09:35:00,09:35:00,paris_nord,5,0,1
9310-0527,06:10:00,06:10:00,amsterdam_centraal,1,1,0
9310-0527,06:51:00,06:57:00,rotterdam_centraal,2,0,0
9310-0527,07:30:00,07:33:00,antwerpen_centraal,3,0,0
9310-0527,08:06:00,08:13:00,bruxelles_midi,4,0,0
9310-0527,09:35:00,09:35:00,paris_nord,5,0,1
9310-0528,06:10:00,06:10:00,amsterdam_centraal,1,1,0
9310-0528,06:51:00,06:57:00,rotterdam_centraal,2,0,0
9310-0528,07:30:00,07:33:00,antwerpen_centraal,3,0,0
9310-0528,08:06:00,08:13:00,bruxelles_midi,4,0,0
9310-0528,09:35:00,09:35:00,paris_nord,5,0,1
9310-0529,06:10:00,06:10:00,amsterdam_centraal,1,1,0
9310-0529,06:51:00,06:57:00,rotterdam_centraal,2,0,0
9310-0529,07:30:00,07:33:00,antwerpen_centraal,3,0,0
9310-0529,08:06:00,08:13:00,bruxelles_midi,4,0,0
9310-0529,09:35:00,09:35:00,paris_nord,5,0,1
9310-0530,06:10:00,06:10:00,amsterdam_centraal,1,1,0
9310-0530,06:51:00,06:57:00,rotterdam_centraal,2,0,0
9310-0530,07:30:00,07:33:00,antwerpen_centraal,3,0,0
9310-0530,08:06:00,08:13:00,bruxelles_midi,4,0,0
9310-0530,09:35:00,09:35:00,paris_nord,5,0,1
9310-0531,08:13:00,08:13:00,bruxelles_midi,1,1,0
9310-0531,09:35:00,09:35:00,paris_nord,2,0,1
9310-0601,06:10:00,06:10:00,amsterdam_centraal,1,1,0
9310-0601,06:51:00,06:57:00,rotterdam_centraal,2,0,0
9310-0601,07:30:00,07:33:00,antwerpen_centraal,3,0,0
9310-0601,08:06:00,08:13:00,bruxelles_midi,4,0,0
9310-0601,09:35:00,09:35:00,paris_nord,5,0,1
9310-0602,06:10:00,06:10:00,amsterdam_centraal,1,1,0
9310-0602,06:51:00,06:57:00,rotterdam_centraal,2,0,0
9310-0602,07:30:00,07:33:00,antwerpen_centraal,3,0,0
9310-0602,08:06:00,08:13:00,bruxelles_midi,4,0,0
9310-0602,09:35:00,09:35:00,paris_nord,5,0,1
9310-0603,06:10:00,06:10:00,amsterdam_centraal,1,1,0
9310-0603,06:51:00,06:57:00,rotterdam_centraal,2,0,0
9310-0603,07:30:00,07:33:00,antwerpen_centraal,3,0,0
9310-0603,08:06:00,08:13:00,bruxelles_midi,4,0,0
9310-0603,09:35:00,09:35:00,paris_nord,5,0,1
9310-0604,06:10:00,06:10:00,amsterdam_centraal,1,1,0
9310-0604,06:51:00,06:57:00,rotterdam_centraal,2,0,0
9310-0604,07:30:00,07:33:00,antwerpen_centraal,3,0,0
9310-0604,08:06:00,08:13:00,bruxelles_midi,4,0,0
9310-0604,09:35:00,09:35:00,paris_nord,5,0,1
9310-0605,06:10:00,06:10:00,amsterdam_centraal,1,1,0
9310-0605,06:51:00,06:57:00,rotterdam_centraal,2,0,0
9310-0605,07:30:00,07:33:00,antwerpen_centraal,3,0,0
9310-0605,08:06:00,08:13:00,bruxelles_midi,4,0,0
9310-0605,09:35:00,09:35:00,paris_nord,5,0,1
9310-0606,06:10:00,06:10:00,amsterdam_centraal,1,1,0
9310-0606,06:51:00,06:57:00,rotterdam_centraal,2,0,0
9310-0606,07:30:00,07:33:00,antwerpen_centraal,3,0,0
9310-0606,08:06:00,08:13:00,bruxelles_midi,4,0,0
9310-0606,09:35:00,09:35:00,paris_nord,5,0,1
9311-0314,07:45:00,07:45:00,paris_nord,1,1,0
9311-0314,09:17:00,09:17:00,bruxelles_midi,2,0,1
9311-0321,07:45:00,07:45:00,paris_nord,1,1,0
9311-0321,09:17:00,09:17:00,bruxelles_midi,2,0,1
9311-0328,07:45:00,07:45:00,paris_nord,1,1,0
9311-0328,09:17:00,09:17:00,bruxelles_midi,2,0,1
9311-0404,07:45:00,07:45:00,paris_nord,1,1,0
9311-0404,09:17:00,09:17:00,bruxelles_midi,2,0,1
9311-0411,07:45:00,07:45:00,paris_nord,1,1,0
9311-0411,09:17:00,09:17:00,bruxelles_midi,2,0,1
9311-0418,07:45:00,07:45:00,paris_nord,1,1,0
9311-0418,09:17:00,09:17:00,bruxelles_midi,2,0,1
9311-0425,07:45:00,07:45:00,paris_nord,1,1,0
9311-0425,09:17:00,09:17:00,bruxelles_midi,2,0,1
9311-0502,07:45:00,07:45:00,paris_nord,1,1,0
9311-0502,09:17:00,09:17:00,bruxelles_midi,2,0,1
9311-0509,07:45:00,07:45:00,paris_nord,1,1,0
9311-0509,09:17:00,09:17:00,bruxelles_midi,2,0,1
9311-0516,07:45:00,07:45:00,paris_nord,1,1,0
9311-0516,09:17:00,09:17:00,bruxelles_midi,2,0,1
9311-0523,07:55:00,07:55:00,paris_nord,1,1,0
9311-0523,09:17:00,09:17:00,bruxelles_midi,2,0,1
9311-0530,07:55:00,07:55:00,paris_nord,1,1,0
9311-0530,09:17:00,09:17:00,bruxelles_midi,2,0,1
9311-0606,07:55:00,07:55:00,paris_nord,1,1,0
9311-0606,09:17:00,09:17:00,bruxelles_midi,2,0,1
9314-0309,08:43:00,08:43:00,bruxelles_midi,1,1,0
9314-0309,10:12:00,10:12:00,paris_nord,2,0,1
9314-0310,08:43:00,08:43:00,bruxelles_midi,1,1,0
9314-0310,10:12:00,10:12:00,paris_nord,2,0,1
9314-0311,08:43:00,08:43:00,bruxelles_midi,1,1,0
9314-0311,10:12:00,10:12:00,paris_nord,2,0,1
9314-0312,08:43:00,08:43:00,bruxelles_midi,1,1,0
9314-0312,10:12:00,10:12:00,paris_nord,2,0,1
9314-0316,08:43:00,08:43:00,bruxelles_midi,1,1,0
9314-0316,10:12:00,10:12:00,paris_nord,2,0,1
9314-0317,08:43:00,08:43:00,bruxelles_midi,1,1,0
9314-0317,10:12:00,10:12:00,paris_nord,2,0,1
9314-0318,08:43:00,08:43:00,bruxelles_midi,1,1,0
9314-0318,10:12:00,10:12:00,paris_nord,2,0,1
9314-0319,08:43:00,08:43:00,bruxelles_midi,1,1,0
9314-0319,10:12:00,10:12:00,paris_nord,2,0,1
9314-0323,08:43:00,08:43:00,bruxelles_midi,1,1,0
9314-0323,10:12:00,10:12:00,paris_nord,2,0,1
9314-0324,08:43:00,08:43:00,bruxelles_midi,1,1,0
9314-0324,10:12:00,10:12:00,paris_nord,2,0,1
9314-0325,08:43:00,08:43:00,bruxelles_midi,1,1,0
9314-0325,10:12:00,10:12:00,paris_nord,2,0,1
9314-0326,08:43:00,08:43:00,bruxelles_midi,1,1,0
9314-0326,10:12:00,10:12:00,paris_nord,2,0,1
9314-0330,08:43:00,08:43:00,bruxelles_midi,1,1,0
9314-0330,10:12:00,10:12:00,paris_nord,2,0,1
9314-0331,08:43:00,08:43:00,bruxelles_midi,1,1,0
9314-0331,10:12:00,10:12:00,paris_nord,2,0,1
9314-0401,08:43:00,08:43:00,bruxelles_midi,1,1,0
9314-0401,10:12:00,10:12:00,paris_nord,2,0,1
9314-0402,08:43:00,08:43:00,bruxelles_midi,1,1,0
9314-0402,10:12:00,10:12:00,paris_nord,2,0,1
9314-0407,08:43:00,08:43:00,bruxelles_midi,1,1,0
9314-0407,10:12:00,10:12:00,paris_nord,2,0,1
9314-0408,08:43:00,08:43:00,bruxelles_midi,1,1,0
9314-0408,10:12:00,10:12:00,paris_nord,2,0,1
9314-0409,08:43:00,08:43:00,bruxelles_midi,1,1,0
9314-0409,10:12:00,10:12:00,paris_nord,2,0,1
9314-0413,08:43:00,08:43:00,bruxelles_midi,1,1,0
9314-0413,10:12:00,10:12:00,paris_nord,2,0,1
9314-0414,08:43:00,08:43:00,bruxelles_midi,1,1,0
9314-0414,10:12:00,10:12:00,paris_nord,2,0,1
9314-0415,08:43:00,08:43:00,bruxelles_midi,1,1,0
9314-0415,10:12:00,10:12:00,paris_nord,2,0,1
9314-0416,08:43:00,08:43:00,bruxelles_midi,1,1,0
9314-0416,10:12:00,10:12:00,paris_nord,2,0,1
9314-0420,08:43:00,08:43:00,bruxelles_midi,1,1,0
9314-0420,10:12:00,10:12:00,paris_nord,2,0,1
9314-0421,08:43:00,08:43:00,bruxelles_midi,1,1,0
9314-0421,10:12:00,10:12:00,paris_nord,2,0,1
9314-0422,08:43:00,08:43:00,bruxelles_midi,1,1,0
9314-0422,10:12:00,10:12:00,paris_nord,2,0,1
9314-0423,08:43:00,08:43:00,bruxelles_midi,1,1,0
9314-0423,10:12:00,10:12:00,paris_nord,2,0,1
9314-0427,08:43:00,08:43:00,bruxelles_midi,1,1,0
9314-0427,10:12:00,10:12:00,paris_nord,2,0,1
9314-0428,08:43:00,08:43:00,bruxelles_midi,1,1,0
9314-0428,10:12:00,10:12:00,paris_nord,2,0,1
9314-0429,08:43:00,08:43:00,bruxelles_midi,1,1,0
9314-0429,10:12:00,10:12:00,paris_nord,2,0,1
9314-0504,08:43:00,08:43:00,bruxelles_midi,1,1,0
9314-0504,10:12:00,10:12:00,paris_nord,2,0,1
9314-0505,08:43:00,08:43:00,bruxelles_midi,1,1,0
9314-0505,10:12:00,10:12:00,paris_nord,2,0,1
9314-0506,08:43:00,08:43:00,bruxelles_midi,1,1,0
9314-0506,10:12:00,10:12:00,paris_nord,2,0,1
9314-0507,08:43:00,08:43:00,bruxelles_midi,1,1,0
9314-0507,10:12:00,10:12:00,paris_nord,2,0,1
9314-0511,08:43:00,08:43:00,bruxelles_midi,1,1,0
9314-0511,10:12:00,10:12:00,paris_nord,2,0,1
9314-0512,08:43:00,08:43:00,bruxelles_midi,1,1,0
9314-0512,10:12:00,10:12:00,paris_nord,2,0,1
9314-0514,08:43:00,08:43:00,bruxelles_midi,1,1,0
9314-0514,10:12:00,10:12:00,paris_nord,2,0,1
9314-0518,08:43:00,08:43:00,bruxelles_midi,1,1,0
9314-0518,10:05:00,10:05:00,paris_nord,2,0,1
9314-0519,08:43:00,08:43:00,bruxelles_midi,1,1,0
9314-0519,10:05:00,10:05:00,paris_nord,2,0,1
9314-0520,08:43:00,08:43:00,bruxelles_midi,1,1,0
9314-0520,10:05:00,10:05:00,paris_nord,2,0,1
9314-0521,08:43:00,08:43:00,bruxelles_midi,1,1,0
9314-0521,10:05:00,10:05:00,paris_nord,2,0,1
9314-0526,08:43:00,08:43:00,bruxelles_midi,1,1,0
9314-0526,10:05:00,10:05:00,paris_nord,2,0,1
9314-0527,08:43:00,08:43:00,bruxelles_midi,1,1,0
9314-0527,10:05:00,10:05:00,paris_nord,2,0,1
9314-0528,08:43:00,08:43:00,bruxelles_midi,1,1,0
9314-0528,10:05:00,10:05:00,paris_nord,2,0,1
9314-0601,08:43:00,08:43:00,bruxelles_midi,1,1,0
9314-0601,10:05:00,10:05:00,paris_nord,2,0,1
9314-0602,08:43:00,08:43:00,bruxelles_midi,1,1,0
9314-0602,10:05:00,10:05:00,paris_nord,2,0,1
9314-0603,08:43:00,08:43:00,bruxelles_midi,1,1,0
9314-0603,10:05:00,10:05:00,paris_nord,2,0,1
9314-0604,08:43:00,08:43:00,bruxelles_midi,1,1,0
9314-0604,10:05:00,10:05:00,paris_nord,2,0,1
9315-0309,08:17:00,08:17:00,paris_nord,1,1,0
9315-0309,09:47:00,09:53:00,bruxelles_midi_3,2,0,0
9315-0309,10:27:00,10:30:00,antwerpen_centraal_22,3,0,0
9315-0309,11:02:00,11:07:00,rotterdam_centraal_13,4,0,0
9315-0309,11:30:00,11:33:00,schiphol_airport_1,5,0,0
9315-0309,11:50:00,11:50:00,amsterdam_centraal_8b,6,0,1
9315-0310,08:17:00,08:17:00,paris_nord,1,1,0
9315-0310,09:47:00,09:53:00,bruxelles_midi_3,2,0,0
9315-0310,10:27:00,10:30:00,antwerpen_centraal_22,3,0,0
9315-0310,11:02:00,11:07:00,rotterdam_centraal_13,4,0,0
9315-0310,11:30:00,11:33:00,schiphol_airport_1,5,0,0
9315-0310,11:50:00,11:50:00,amsterdam_centraal_8b,6,0,1
9315-0311,08:17:00,08:17:00,paris_nord,1,1,0
9315-0311,09:47:00,09:53:00,bruxelles_midi_3,2,0,0
9315-0311,10:27:00,10:30:00,antwerpen_centraal_22,3,0,0
9315-0311,11:02:00,11:07:00,rotterdam_centraal_13,4,0,0
9315-0311,11:30:00,11:33:00,schiphol_airport_1,5,0,0
9315-0311,11:50:00,11:50:00,amsterdam_centraal_8,6,0,1
9315-0312,08:17:00,08:17:00,paris_nord,1,1,0
9315-0312,09:47:00,09:53:00,bruxelles_midi_3,2,0,0
9315-0312,10:27:00,10:30:00,antwerpen_centraal_22,3,0,0
9315-0312,11:02:00,11:07:00,rotterdam_centraal,4,0,0
9315-0312,11:30:00,11:33:00,schiphol_airport,5,0,0
9315-0312,11:50:00,11:50:00,amsterdam_centraal,6,0,1
9315-0313,08:14:00,08:14:00,paris_nord,1,1,0
9315-0313,09:47:00,09:53:00,bruxelles_midi_3,2,0,0
9315-0313,10:27:00,10:30:00,antwerpen_centraal_22,3,0,0
9315-0313,11:02:00,11:07:00,rotterdam_centraal,4,0,0
9315-0313,11:33:00,11:36:00,schiphol_airport,5,0,0
9315-0313,11:50:00,11:50:00,amsterdam_centraal,6,0,1
9315-0314,08:14:00,08:14:00,paris_nord,1,1,0
9315-0314,09:47:00,09:53:00,bruxelles_midi_3,2,0,0
9315-0314,10:28:00,10:30:00,antwerpen_centraal_22,3,0,0
9315-0314,11:34:00,11:37:00,rotterdam_centraal,4,0,0
9315-0314,12:03:00,12:06:00,schiphol_airport,5,0,0
9315-0314,12:20:00,12:20:00,amsterdam_centraal,6,0,1
9315-0315,08:00:00,08:00:00,paris_nord,1,1,0
9315-0315,09:39:00,09:53:00,bruxelles_midi_3,2,0,0
9315-0315,10:28:00,10:30:00,antwerpen_centraal_22,3,0,0
9315-0315,11:34:00,11:37:00,rotterdam_centraal,4,0,0
9315-0315,12:03:00,12:06:00,schiphol_airport,5,0,0
9315-0315,12:20:00,12:20:00,amsterdam_centraal,6,0,1
9315-0316,08:17:00,08:17:00,paris_nord,1,1,0
9315-0316,09:47:00,09:53:00,bruxelles_midi_3,2,0,0
9315-0316,10:27:00,10:30:00,antwerpen_centraal_22,3,0,0
9315-0316,11:02:00,11:07:00,rotterdam_centraal,4,0,0
9315-0316,11:30:00,11:33:00,schiphol_airport,5,0,0
9315-0316,11:50:00,11:50:00,amsterdam_centraal,6,0,1
9315-0317,08:17:00,08:17:00,paris_nord,1,1,0
9315-0317,09:47:00,09:53:00,bruxelles_midi_3,2,0,0
9315-0317,10:27:00,10:30:00,antwerpen_centraal_22,3,0,0
9315-0317,11:02:00,11:07:00,rotterdam_centraal,4,0,0
9315-0317,11:30:00,11:33:00,schiphol_airport,5,0,0
9315-0317,11:50:00,11:50:00,amsterdam_centraal,6,0,1
9315-0318,08:17:00,08:17:00,paris_nord,1,1,0
9315-0318,09:47:00,09:53:00,bruxelles_midi_3,2,0,0
9315-0318,10:27:00,10:30:00,antwerpen_centraal_22,3,0,0
9315-0318,11:02:00,11:07:00,rotterdam_centraal,4,0,0
9315-0318,11:30:00,11:33:00,schiphol_airport,5,0,0
9315-0318,11:50:00,11:50:00,amsterdam_centraal,6,0,1
9315-0319,08:17:00,08:17:00,paris_nord,1,1,0
9315-0319,09:47:00,09:53:00,bruxelles_midi_3,2,0,0
9315-0319,10:27:00,10:30:00,antwerpen_centraal_22,3,0,0
9315-0319,11:02:00,11:07:00,rotterdam_centraal,4,0,0
9315-0319,11:30:00,11:33:00,schiphol_airport,5,0,0
9315-0319,11:50:00,11:50:00,amsterdam_centraal,6,0,1
9315-0320,08:14:00,08:14:00,paris_nord,1,1,0
9315-0320,09:47:00,09:53:00,bruxelles_midi_3,2,0,0
9315-0320,10:27:00,10:30:00,antwerpen_centraal_22,3,0,0
9315-0320,11:02:00,11:07:00,rotterdam_centraal,4,0,0
9315-0320,11:33:00,11:36:00,schiphol_airport,5,0,0
9315-0320,11:50:00,11:50:00,amsterdam_centraal,6,0,1
9315-0321,08:14:00,08:14:00,paris_nord,1,1,0
9315-0321,09:47:00,09:53:00,bruxelles_midi_3,2,0,0
9315-0321,10:27:00,10:30:00,antwerpen_centraal_22,3,0,0
9315-0321,11:02:00,11:07:00,rotterdam_centraal,4,0,0
9315-0321,11:33:00,11:36:00,schiphol_airport,5,0,0
9315-0321,11:50:00,11:50:00,amsterdam_centraal,6,0,1
9315-0322,08:00:00,08:00:00,paris_nord,1,1,0
9315-0322,09:39:00,09:53:00,bruxelles_midi_4,2,0,0
9315-0322,10:27:00,10:30:00,antwerpen_centraal_22,3,0,0
9315-0322,11:02:00,11:07:00,rotterdam_centraal,4,0,0
9315-0322,11:33:00,11:36:00,schiphol_airport,5,0,0
9315-0322,11:50:00,11:50:00,amsterdam_centraal,6,0,1
9315-0323,08:17:00,08:17:00,paris_nord,1,1,0
9315-0323,09:47:00,09:53:00,bruxelles_midi_3,2,0,0
9315-0323,10:27:00,10:30:00,antwerpen_centraal_22,3,0,0
9315-0323,11:02:00,11:07:00,rotterdam_centraal,4,0,0
9315-0323,11:30:00,11:33:00,schiphol_airport,5,0,0
9315-0323,11:50:00,11:50:00,amsterdam_centraal,6,0,1
9315-0324,08:17:00,08:17:00,paris_nord,1,1,0
9315-0324,09:47:00,09:53:00,bruxelles_midi_3,2,0,0
9315-0324,10:27:00,10:30:00,antwerpen_centraal_22,3,0,0
9315-0324,11:02:00,11:07:00,rotterdam_centraal,4,0,0
9315-0324,11:30:00,11:33:00,schiphol_airport,5,0,0
9315-0324,11:50:00,11:50:00,amsterdam_centraal,6,0,1
9315-0325,08:17:00,08:17:00,paris_nord,1,1,0
9315-0325,09:47:00,09:53:00,bruxelles_midi_3,2,0,0
9315-0325,10:27:00,10:30:00,antwerpen_centraal_22,3,0,0
9315-0325,11:02:00,11:07:00,rotterdam_centraal,4,0,0
9315-0325,11:30:00,11:33:00,schiphol_airport,5,0,0
9315-0325,11:50:00,11:50:00,amsterdam_centraal,6,0,1
9315-0326,08:17:00,08:17:00,paris_nord,1,1,0
9315-0326,09:47:00,09:53:00,bruxelles_midi_5,2,0,0
9315-0326,10:27:00,10:30:00,antwerpen_centraal_22,3,0,0
9315-0326,11:02:00,11:07:00,rotterdam_centraal,4,0,0
9315-0326,11:30:00,11:33:00,schiphol_airport,5,0,0
9315-0326,11:50:00,11:50:00,amsterdam_centraal,6,0,1
9315-0327,08:14:00,08:14:00,paris_nord,1,1,0
9315-0327,09:47:00,09:53:00,bruxelles_midi_3,2,0,0
9315-0327,10:27:00,10:30:00,antwerpen_centraal_22,3,0,0
9315-0327,11:02:00,11:07:00,rotterdam_centraal,4,0,0
9315-0327,11:33:00,11:36:00,schiphol_airport,5,0,0
9315-0327,11:50:00,11:50:00,amsterdam_centraal,6,0,1
9315-0328,08:14:00,08:14:00,paris_nord,1,1,0
9315-0328,09:47:00,09:53:00,bruxelles_midi_3,2,0,0
9315-0328,10:27:00,10:30:00,antwerpen_centraal,3,0,0
9315-0328,11:06:00,11:09:00,rotterdam_centraal,4,0,0
9315-0328,12:03:00,12:06:00,schiphol_airport,5,0,0
9315-0328,12:20:00,12:20:00,amsterdam_centraal,6,0,1
9315-0329,09:53:00,09:53:00,bruxelles_midi_3,1,1,0
9315-0329,10:27:00,10:30:00,antwerpen_centraal,2,0,0
9315-0329,11:06:00,11:09:00,rotterdam_centraal,3,0,0
9315-0329,12:03:00,12:06:00,schiphol_airport,4,0,0
9315-0329,12:20:00,12:20:00,amsterdam_centraal,5,0,1
9315-0330,08:17:00,08:17:00,paris_nord,1,1,0
9315-0330,09:47:00,09:53:00,bruxelles_midi_3,2,0,0
9315-0330,10:27:00,10:30:00,antwerpen_centraal_22,3,0,0
9315-0330,11:02:00,11:07:00,rotterdam_centraal,4,0,0
9315-0330,11:30:00,11:33:00,schiphol_airport,5,0,0
9315-0330,11:50:00,11:50:00,amsterdam_centraal,6,0,1
9315-0331,08:17:00,08:17:00,paris_nord,1,1,0
9315-0331,09:47:00,09:53:00,bruxelles_midi_3,2,0,0
9315-0331,10:27:00,10:30:00,antwerpen_centraal_22,3,0,0
9315-0331,11:02:00,11:07:00,rotterdam_centraal,4,0,0
9315-0331,11:30:00,11:33:00,schiphol_airport,5,0,0
9315-0331,11:50:00,11:50:00,amsterdam_centraal,6,0,1
9315-0401,08:17:00,08:17:00,paris_nord,1,1,0
9315-0401,09:47:00,09:53:00,bruxelles_midi_3,2,0,0
9315-0401,10:27:00,10:30:00,antwerpen_centraal_22,3,0,0
9315-0401,11:02:00,11:07:00,rotterdam_centraal,4,0,0
9315-0401,11:30:00,11:33:00,schiphol_airport,5,0,0
9315-0401,11:50:00,11:50:00,amsterdam_centraal,6,0,1
9315-0402,08:17:00,08:17:00,paris_nord,1,1,0
9315-0402,09:47:00,09:53:00,bruxelles_midi_3,2,0,0
9315-0402,10:27:00,10:30:00,antwerpen_centraal_22,3,0,0
9315-0402,11:02:00,11:07:00,rotterdam_centraal,4,0,0
9315-0402,11:30:00,11:33:00,schiphol_airport,5,0,0
9315-0402,11:50:00,11:50:00,amsterdam_centraal,6,0,1
9315-0403,08:14:00,08:14:00,paris_nord,1,1,0
9315-0403,09:47:00,09:53:00,bruxelles_midi_3,2,0,0
9315-0403,10:27:00,10:30:00,antwerpen_centraal_22,3,0,0
9315-0403,11:02:00,11:07:00,rotterdam_centraal,4,0,0
9315-0403,11:33:00,11:36:00,schiphol_airport,5,0,0
9315-0403,11:50:00,11:50:00,amsterdam_centraal,6,0,1
9315-0404,08:14:00,08:14:00,paris_nord,1,1,0
9315-0404,09:47:00,09:53:00,bruxelles_midi_3,2,0,0
9315-0404,10:27:00,10:30:00,antwerpen_centraal_22,3,0,0
9315-0404,11:02:00,11:07:00,rotterdam_centraal,4,0,0
9315-0404,11:33:00,11:36:00,schiphol_airport,5,0,0
9315-0404,11:50:00,11:50:00,amsterdam_centraal,6,0,1
9315-0405,09:53:00,09:53:00,bruxelles_midi_3,1,1,0
9315-0405,10:27:00,10:30:00,antwerpen_centraal_22,2,0,0
9315-0405,11:02:00,11:07:00,rotterdam_centraal,3,0,0
9315-0405,11:33:00,11:36:00,schiphol_airport,4,0,0
9315-0405,11:50:00,11:50:00,amsterdam_centraal,5,0,1
9315-0406,08:00:00,08:00:00,paris_nord,1,1,0
9315-0406,09:39:00,09:53:00,bruxelles_midi_3,2,0,0
9315-0406,10:27:00,10:30:00,antwerpen_centraal_22,3,0,0
9315-0406,11:02:00,11:07:00,rotterdam_centraal,4,0,0
9315-0406,11:33:00,11:36:00,schiphol_airport,5,0,0
9315-0406,11:50:00,11:50:00,amsterdam_centraal,6,0,1
9315-0407,08:17:00,08:17:00,paris_nord,1,1,0
9315-0407,09:47:00,09:53:00,bruxelles_midi_3,2,0,0
9315-0407,10:27:00,10:30:00,antwerpen_centraal_22,3,0,0
9315-0407,11:02:00,11:07:00,rotterdam_centraal,4,0,0
9315-0407,11:30:00,11:33:00,schiphol_airport,5,0,0
9315-0407,11:50:00,11:50:00,amsterdam_centraal,6,0,1
9315-0408,08:17:00,08:17:00,paris_nord,1,1,0
9315-0408,09:47:00,09:53:00,bruxelles_midi,2,0,0
9315-0408,10:27:00,10:30:00,antwerpen_centraal,3,0,0
9315-0408,11:02:00,11:07:00,rotterdam_centraal,4,0,0
9315-0408,11:30:00,11:33:00,schiphol_airport,5,0,0
9315-0408,11:50:00,11:50:00,amsterdam_centraal,6,0,1
9315-0409,08:17:00,08:17:00,paris_nord,1,1,0
9315-0409,09:47:00,09:53:00,bruxelles_midi,2,0,0
9315-0409,10:27:00,10:30:00,antwerpen_centraal,3,0,0
9315-0409,11:02:00,11:07:00,rotterdam_centraal,4,0,0
9315-0409,11:30:00,11:33:00,schiphol_airport,5,0,0
9315-0409,11:50:00,11:50:00,amsterdam_centraal,6,0,1
9315-0410,08:14:00,08:14:00,paris_nord,1,1,0
9315-0410,09:47:00,09:53:00,bruxelles_midi,2,0,0
9315-0410,10:27:00,10:30:00,antwerpen_centraal,3,0,0
9315-0410,11:02:00,11:07:00,rotterdam_centraal,4,0,0
9315-0410,11:33:00,11:36:00,schiphol_airport,5,0,0
9315-0410,11:50:00,11:50:00,amsterdam_centraal,6,0,1
9315-0411,08:14:00,08:14:00,paris_nord,1,1,0
9315-0411,09:47:00,09:53:00,bruxelles_midi,2,0,0
9315-0411,10:27:00,10:30:00,antwerpen_centraal,3,0,0
9315-0411,11:02:00,11:07:00,rotterdam_centraal,4,0,0
9315-0411,11:33:00,11:36:00,schiphol_airport,5,0,0
9315-0411,11:50:00,11:50:00,amsterdam_centraal,6,0,1
9315-0412,09:53:00,09:53:00,bruxelles_midi,1,1,0
9315-0412,10:27:00,10:30:00,antwerpen_centraal,2,0,0
9315-0412,11:02:00,11:07:00,rotterdam_centraal,3,0,0
9315-0412,11:33:00,11:36:00,schiphol_airport,4,0,0
9315-0412,11:50:00,11:50:00,amsterdam_centraal,5,0,1
9315-0413,08:17:00,08:17:00,paris_nord,1,1,0
9315-0413,09:47:00,09:53:00,bruxelles_midi,2,0,0
9315-0413,10:27:00,10:30:00,antwerpen_centraal,3,0,0
9315-0413,11:02:00,11:07:00,rotterdam_centraal,4,0,0
9315-0413,11:30:00,11:33:00,schiphol_airport,5,0,0
9315-0413,11:50:00,11:50:00,amsterdam_centraal,6,0,1
9315-0414,08:17:00,08:17:00,paris_nord,1,1,0
9315-0414,09:47:00,09:53:00,bruxelles_midi,2,0,0
9315-0414,10:27:00,10:30:00,antwerpen_centraal,3,0,0
9315-0414,11:02:00,11:07:00,rotterdam_centraal,4,0,0
9315-0414,11:30:00,11:33:00,schiphol_airport,5,0,0
9315-0414,11:50:00,11:50:00,amsterdam_centraal,6,0,1
9315-0415,08:17:00,08:17:00,paris_nord,1,1,0
9315-0415,09:47:00,09:53:00,bruxelles_midi,2,0,0
9315-0415,10:27:00,10:30:00,antwerpen_centraal,3,0,0
9315-0415,11:02:00,11:07:00,rotterdam_centraal,4,0,0
9315-0415,11:30:00,11:33:00,schiphol_airport,5,0,0
9315-0415,11:50:00,11:50:00,amsterdam_centraal,6,0,1
9315-0416,08:17:00,08:17:00,paris_nord,1,1,0
9315-0416,09:47:00,09:53:00,bruxelles_midi,2,0,0
9315-0416,10:27:00,10:30:00,antwerpen_centraal,3,0,0
9315-0416,11:02:00,11:07:00,rotterdam_centraal,4,0,0
9315-0416,11:30:00,11:33:00,schiphol_airport,5,0,0
9315-0416,11:50:00,11:50:00,amsterdam_centraal,6,0,1
